deal_id,state,product_type,seller_channel,partnership,sourcing_vendor,closing_vendor,broker,deal_status,purchase_date,sold_date,purchase_year,holding_period_months,days_on_market,contract_price,purchase_price,rehab_and_interest,total_cost,loan_amount,total_cash_required,sales_price,sales_closing_costs,sales_closing_pct,sales_proceeds,actual_profit,unleveraged_irr,leveraged_irr,straight_roi,annualized_roi,bpo_value,bpo_variation,profit_estimate,profit_variation,rehab_estimate,rehab_actual_broker,rehab_differential,buy_side_cost_estimate,total_cost_estimate,total_cost_actual_w_rehab,debt_service,under_contract_flag,listed_flag,burden_profit,unleveraged_irr_raw,leveraged_irr_raw,profit_margin_pct
DEAL-048,GA,LAND,OTHER/PRIVATE,Partner_07,Vendor_03,Vendor_19,Broker_22,Sold,2011-12-08,2015-02-06,2011,38.0,1156,1375.0,1753.12,53.23000000000013,1806.35,,1806.35,1700.0,806.0,0.47411764705882353,894.0,-912.35,-0.20233035683631898,,-0.5050793035679686,-0.15947573166289666,,,,,,,,,,53.23000000000013,,False,False,-912.8835,-0.20233035683631898,,-0.5050793035679686
DEAL-049,GA,LAND,OTHER/PRIVATE,Partner_07,Vendor_03,Vendor_01,Broker_22,Sold,2011-12-08,2015-02-06,2011,38.0,1156,1430.0,1760.72,123.42399999999986,1884.1439999999998,,1884.1439999999998,1700.0,847.34,0.4984352941176471,852.66,-1031.484,-0.22952139079570766,,-0.5474549715945278,-0.17285559224221683,,,,,,,,,,123.42399999999986,,False,False,-1032.03884,-0.22952139079570766,,-0.5474549715945278
DEAL-050,GA,LAND,OTHER/PRIVATE,Partner_07,Vendor_03,Vendor_02,Broker_16,Sold,2011-12-08,2015-06-04,2011,41.9,1274,625.0,1313.33,588.5900000000001,1901.92,0.0,1901.92,18500.0,4548.33,0.24585567567567568,13951.67,12049.75,0.8920172572135925,,6.335571422562463,1.8151362395881467,,,,,,,,,,588.5900000000001,,False,False,12049.5075,0.8920172572135925,,6.335571422562463
DEAL-051,GA,LAND,AUCTION,Partner_14,Vendor_03,Vendor_35,Broker_47,Sold,2011-12-08,2017-01-06,2011,61.0,1856,8800.0,12132.0,9294.839999999997,21426.839999999997,,21426.839999999997,100000.0,8078.16,0.0807816,91921.84,70495.0,0.4101437985897065,,3.290032501292772,0.6470160899632875,,,,,,,,,,9294.839999999997,,False,False,70491.5856,0.4101437985897065,,3.290032501292772
DEAL-052,GA,LAND,OTHER/PRIVATE,Partner_07,Vendor_03,Vendor_01,Broker_16,Sold,2011-12-08,2015-01-30,2011,37.7,1149,625.0,1303.33,974.25,2277.58,,2277.58,14900.0,4572.67,0.30689060402684565,10327.33,8049.75,0.7742076754570006,,3.5343434698232334,1.1227461849307923,,,,,,,,,,974.25,,False,False,8049.5075,0.7742076754570006,,3.5343434698232334
DEAL-053,GA,LAND,OTHER/PRIVATE,Partner_07,Vendor_03,Vendor_01,Broker_16,Sold,2011-12-08,2014-07-03,2011,30.8,938,625.0,688.33,1748.0899999999965,2436.4199999999964,0.0,2436.4199999999964,28132.17,4646.0,0.16514900912371852,23486.17,21049.75,2.339093613624573,,8.63962288932123,3.3619001648211606,,,,,,,,,,1748.0899999999965,,False,False,21049.5075,2.339093613624573,,8.63962288932123
DEAL-054,GA,LAND,OTHER/PRIVATE,Partner_07,Vendor_03,Vendor_06,Broker_16,Sold,2011-12-08,2016-05-13,2011,53.2,1618,625.0,1313.0,1007.5699999999997,2320.5699999999997,0.0,2320.5699999999997,16500.0,5248.68,0.3181018181818182,11251.32,8930.75,0.5305563271045686,,3.8485156664095466,0.8681756602221784,,,,,,,,,,1007.5699999999997,,False,False,8930.5075,0.5305563271045686,,3.8485156664095466
DEAL-055,HI,CONDO,AUCTION,Partner_03,Vendor_01,Vendor_01,Broker_15,Sold,2011-12-09,2012-10-16,2011,10.2,312,71925.0,79562.0,9559.69,89121.69,45297.0,43824.69,96000.0,15049.0,0.15676041666666668,80951.0,-8170.6900000000005,,-0.23851818442344666,-0.09168015103842847,-0.10725402284944358,120000.0,0.8,30208.0,-0.27048099841101697,0.0,,0.0,7296.0,7296.0,9559.69,,False,False,-8198.5969,,-0.23851818442344666,-0.09168015103842847
DEAL-056,GA,LAND,OTHER/PRIVATE,Partner_07,Vendor_03,Vendor_01,Broker_22,Sold,2011-12-13,2014-09-05,2011,32.8,997,1100.0,1483.58,42.570000000000164,1526.15,0.0,1526.15,2250.0,1852.0,0.8231111111111111,398.0,-1128.15,-0.3946588933467865,,-0.7392130524522491,-0.2706246380592487,,,,,,,,,,42.570000000000164,,False,False,-1128.5768,-0.3946588933467865,,-0.7392130524522491
DEAL-057,CA,LAND,OTHER/PRIVATE,Partner_20,Vendor_03,Vendor_14,Broker_02,Sold,2011-12-14,2017-10-10,2011,69.9,2127,3500.0,4973.6,51783.4,56757.0,0.0,56757.0,100739.0,55289.0,0.061961924563854326,45450.0,-11307.0,-0.06814825013279914,,-0.19921771763835297,-0.034186397244005094,,,,,,,0.0,,0.0,51783.4,,False,False,-11308.358,-0.06814825013279914,,-0.19921771763835297
DEAL-058,GA,COMMERCIAL,AUCTION,Partner_21,Vendor_03,Vendor_13,Broker_02,Listed,2011-12-14,2013-08-30,2011,20.5,625,115500.0,117380.64,42709.060000000005,160089.7,87697.22,72392.48000000001,130000.0,3829.7,0.02945923076923077,126170.3,-33919.4,,-0.4196844011545181,-0.21187746619551415,-0.12373644025818026,,,,,,,,,,42709.060000000005,,False,True,-33964.214,,-0.4196844011545181,-0.21187746619551415
DEAL-059,CA,LAND,OTHER/PRIVATE,Partner_22,Vendor_03,Vendor_26,Broker_02,Sold,2011-12-14,2018-01-03,2011,72.7,2212,3500.0,5011.0,35980.0,40991.0,0.0,40991.0,221917.0,64543.0,0.061961924563854326,157374.0,116383.0,0.4472563445568085,,2.839233002366373,0.46849911657492144,,,,,,,0.0,,0.0,35980.0,,False,False,116381.642,0.4472563445568085,,2.839233002366373
DEAL-060,NV,INDUSTRIAL,AUCTION,Partner_23,Vendor_03,Vendor_01,Broker_48,Sold,2011-12-28,2014-03-03,2011,26.1,796,650000.0,720040.0,-5115.939999999944,714924.06,487500.0,227424.06000000006,4400000.0,283085.94,0.06433771363636363,4116914.06,3401990.0,,2.5343195162713528,4.758533374859422,2.181990806311167,,,,,,,,,,-5115.939999999944,,False,False,3401737.8,,2.5343195162713528,4.758533374859422
DEAL-061,NV,SFR,AUCTION,Partner_02,Vendor_01,Vendor_15,Broker_01,Sold,2011-12-28,2012-05-03,2011,4.2,127,35500.0,39403.0,12490.4,51893.4,22800.0,29093.4,65152.0,5500.0,0.0844179764243615,59652.0,7758.6,,1.348147066310048,0.14951034235567529,0.4296950784237912,,,,,,,0.0,,0.0,12490.4,,False,False,7744.826,,1.348147066310048,0.14951034235567529
DEAL-062,FL,LAND,AUCTION,Partner_09,Vendor_03,Vendor_13,Broker_02,Sold,2011-12-29,2013-11-12,2011,22.5,684,20600.0,20576.0,5649.279999999999,26225.28,,26225.28,110000.0,10906.0,0.09914545454545455,99094.0,72868.72,1.1643315196037294,,2.7785678551382484,1.4827153028150009,,,,,,,,,,5649.279999999999,,False,False,72860.7272,1.1643315196037294,,2.7785678551382484
DEAL-063,FL,LAND,AUCTION,Partner_09,Vendor_03,Vendor_13,Broker_02,Sold,2011-12-29,2014-10-29,2011,34.0,1035,37444.0,20576.0,8795.0,29371.0,,29371.0,200000.0,16964.0,0.08482,183036.0,153665.0,1.0548545002937317,,5.2318613598447445,1.8450525568534608,,,,,,,,,,8795.0,,False,False,153650.471728,1.0548545002937317,,5.2318613598447445
DEAL-064,FL,LAND,AUCTION,Partner_09,Vendor_03,Vendor_36,Broker_02,Sold,2011-12-29,2014-12-16,2011,35.6,1083,10322.0,20576.0,7750.493600000002,28326.4936,,28326.4936,55000.0,4309.0,0.07834545454545455,50691.0,22364.5064,0.2500182449817657,,0.789526113461498,0.266091441748335,,,,,,,,,,7750.493600000002,,False,False,22360.501463999997,0.2500182449817657,,0.789526113461498
DEAL-065,FL,LAND,AUCTION,Partner_09,Vendor_03,Vendor_02,Broker_02,Sold,2011-12-29,2014-12-16,2011,35.6,1083,10834.0,20576.0,7770.359199999999,28346.3592,,28346.3592,57500.0,4309.0,0.0749391304347826,53191.0,24844.6408,0.27263645529747016,,0.8764667315723567,0.2953927581014868,,,,,,,,,,7770.359199999999,,False,False,24840.437208,0.27263645529747016,,0.8764667315723567
DEAL-066,NV,SFR,AUCTION,Partner_03,Vendor_02,Vendor_07,Broker_01,Sold,2011-12-29,2012-02-23,2011,1.8,56,26775.0,29922.0,13122.869999999999,43044.869999999995,19000.0,24044.869999999995,49917.0,3648.0,0.07308131498287157,46269.0,3224.13,,2.0639642141759396,0.07490160848435598,0.4881979838712488,43000.0,1.160860465116279,7157.0,0.4504862372502445,3500.0,,3500.0,2128.0,5628.0,13122.869999999999,,False,False,3213.7413,,2.0639642141759396,0.07490160848435598
DEAL-067,MI,SFR,AUCTION,Partner_05,Vendor_01,Vendor_02,Broker_02,Listed,2011-12-30,2013-09-17,2011,20.6,627,212123.0,243053.0,213640.5992,456693.5992,0.0,456693.5992,914340.0,310723.0,0.3398331036594702,603617.0,146923.4008,0.23223428130149842,,0.3217111013978932,0.18727998725714678,,,,,,,,,,213640.5992,,False,True,146841.097076,0.23223428130149842,,0.3217111013978932
DEAL-068,NV,SFR,AUCTION,Partner_03,Vendor_02,Vendor_01,Broker_01,Sold,2011-12-30,2012-02-24,2011,1.8,56,52500.0,56404.0,2692.0,59096.0,35000.0,24096.0,80189.0,6449.0,0.0804225018394044,73740.0,14644.0,,24.994957894086838,0.24780018952213348,1.6151262352781912,80000.0,1.0023625,13774.0,1.0631624800348483,3500.0,,3500.0,3826.0,7326.0,2692.0,,False,False,14623.63,,24.994957894086838,0.24780018952213348
DEAL-069,CA,SFR,AUCTION,Partner_06,Vendor_01,Vendor_01,Broker_21,Sold,2012-01-04,2012-02-10,2012,1.2,37,72975.0,76870.0,14669.43,91539.43,50000.0,41539.42999999999,110074.0,2814.0,0.025564620164616532,107260.0,15720.57,,42.67294853925705,0.17173550239497887,1.6941475236261427,,,,,,,0.0,,0.0,14669.43,,False,False,15692.2557,,42.67294853925705,0.17173550239497887
DEAL-070,NV,SFR,AUCTION,Partner_24,Vendor_02,Vendor_21,Broker_01,Listed,2012-01-06,2013-11-21,2012,22.5,685,38850.0,40054.0,13070.379999999997,53124.38,0.0,53124.38,110395.0,12452.0,0.1127949635400154,97943.0,44818.62,0.4410906493663789,,0.8436544577084948,0.4495385066621907,,,,,,,,,,13070.379999999997,,False,True,44803.546200000004,0.4410906493663789,,0.8436544577084948
DEAL-071,NV,SFR,AUCTION,Partner_02,Vendor_02,Vendor_28,Broker_01,Listed,2012-01-18,2013-03-08,2012,13.6,415,43575.0,44977.0,9759.71,54736.71,0.0,54736.71,125423.0,13115.0,0.10456614815464468,112308.0,57571.29,0.9818825602531431,,1.0517857211366923,0.9250645499154041,,,,,,,,,,9759.71,,False,True,57554.382900000004,0.9818825602531431,,1.0517857211366923
DEAL-072,PA,SFR,AUCTION,Partner_02,Vendor_12,Vendor_04,Broker_29,Sold,2012-01-20,2012-07-17,2012,5.9,179,70000.0,77648.0,37942.0,115590.0,0.0,115590.0,192121.0,27726.0,0.14431530129449668,164395.0,48805.0,1.332917892932892,,0.42222510597802576,0.8609618082792144,,,,,0.0,,0.0,,0.0,37942.0,,False,False,48777.84,1.332917892932892,,0.42222510597802576
DEAL-073,PA,SFR,AUCTION,Partner_02,Vendor_12,Vendor_04,Broker_17,Sold,2012-01-20,2012-03-15,2012,1.8,55,12500.0,17702.0,2631.49,20333.489999999998,0.0,20333.489999999998,25696.0,1664.0,0.0647571606475716,24032.0,3698.51,2.258626818656922,,0.18189253295917232,1.2071049914563254,,,,,,,0.0,,0.0,2631.49,,False,False,3693.6600000000003,2.258626818656922,,0.18189253295917232
DEAL-074,VA,SFR,AUCTION,Partner_02,Vendor_12,Vendor_23,Broker_04,Sold,2012-01-23,2012-04-26,2012,3.1,94,98000.0,99317.0,5471.4,104788.4,0.0,104788.4,119149.0,13669.0,0.11472190282755206,105480.0,691.5999999999999,0.02657389342784882,,0.006599967171938878,0.02562753210380522,,,,,0.0,,0.0,,0.0,5471.4,,False,False,653.5759999999999,0.02657389342784882,,0.006599967171938878
DEAL-075,VA,SFR,AUCTION,Partner_02,Vendor_12,Vendor_04,Broker_04,Sold,2012-01-23,2012-05-04,2012,3.4,102,90000.0,91142.0,15459.0,106601.0,0.0,106601.0,160000.0,17522.0,0.1095125,142478.0,35877.0,2.0454760789871207,,0.33655406609694094,1.2043356286802298,,,,,0.0,,0.0,,0.0,15459.0,,False,False,35842.08,2.0454760789871207,,0.33655406609694094
DEAL-076,NV,SFR,AUCTION,Partner_03,Vendor_01,Vendor_01,Broker_01,Sold,2012-01-27,2012-05-15,2012,3.6,109,72555.0,77819.0,11931.134,89750.134,45000.0,44750.134000000005,110150.0,6623.0,0.0601270994098956,103527.0,13776.866,,1.7927525751292706,0.15350245605204332,0.5140219858623469,105000.0,1.049047619047619,16781.0,0.8209800369465466,0.0,,0.0,7264.0,7264.0,11931.134,,False,False,13748.71466,,1.7927525751292706,0.15350245605204332
DEAL-077,NV,SFR,AUCTION,Partner_02,Vendor_02,Vendor_10,Broker_01,Listed,2012-01-31,2013-12-11,2012,22.3,680,23625.0,24255.8,9900.400000000005,34156.200000000004,0.0,34156.200000000004,62946.0,7165.45,0.11383487433673307,55780.55,21624.35,0.3538610875606537,,0.6331017501946936,0.33982667473685757,,,,,,,,,,9900.400000000005,,False,True,21615.1835,0.3538610875606537,,0.6331017501946936
DEAL-078,WA,CONDO,AUCTION,Partner_03,Vendor_02,Vendor_03,Broker_05,Sold,2012-02-13,2012-03-23,2012,1.3,39,80220.0,83055.0,6551.536,89606.536,0.0,89606.536,160607.0,34492.0,0.21476025328908455,126115.0,36508.464,26.314995765686042,,0.40743081509143486,3.8131345514967623,139000.0,1.1554460431654676,26480.0,1.3787184290030212,19589.0,,19589.0,3997.0,23586.0,6551.536,,False,False,36477.33864,26.314995765686042,,0.40743081509143486
DEAL-079,HI,CONDO,AUCTION,Partner_02,Vendor_01,Vendor_04,Broker_15,Sold,2012-02-15,2012-05-10,2012,2.8,85,34000.0,37762.0,6175.200000000001,43937.2,0.0,43937.2,66287.0,5709.0,0.08612548463499631,60578.0,16640.8,3.3682685136795047,,0.3787405660806788,1.6263565484640912,,,,,,,0.0,,0.0,6175.200000000001,,False,False,16627.608,3.3682685136795047,,0.3787405660806788
DEAL-080,CA,SFR,AUCTION,Partner_06,Vendor_01,Vendor_01,Broker_49,Sold,2012-02-28,2012-04-16,2012,1.6,48,6983.0,6983.0,299.9403999999995,7282.9403999999995,0.0,7282.9403999999995,24915.0,0.0,0.0,24915.0,17632.0596,,,2.4210083608538113,18.409751077325858,,,,,,,,,,299.9403999999995,,False,False,17629.350196,13352.347949218753,,2.4210083608538113
DEAL-081,WA,CONDO,AUCTION,Partner_02,Vendor_01,Vendor_01,Broker_05,Sold,2012-03-13,2012-05-22,2012,2.3,70,23500.0,26761.0,6345.799999999999,33106.8,0.0,33106.8,115251.0,58998.0,0.5119087903792592,56253.0,23146.2,19.530112648010256,,0.6991373373445938,3.645501830439668,125000.0,0.922008,39182.0,0.5907355418304323,51500.0,,51500.0,818.0,52318.0,6345.799999999999,,False,False,23137.082000000002,19.530112648010256,,0.6991373373445938
DEAL-082,IL,SFR,AUCTION,Partner_06,Vendor_01,Vendor_01,Broker_30,Sold,2012-03-20,2012-06-08,2012,2.6,80,112350.0,112959.0,27417.18,140376.18,0.0,140376.18,185000.0,17781.0,0.09611351351351351,167219.0,26842.82,1.4135712027549745,,0.1912206187687968,0.8724440731326355,180000.0,1.0277777777777777,44233.0,0.6068505414509529,7000.0,,7000.0,2017.0,9017.0,27417.18,,False,False,26799.2282,1.4135712027549745,,0.1912206187687968
DEAL-083,IL,CONDO,AUCTION,Partner_06,Vendor_01,Vendor_01,Broker_30,Listed,2012-03-29,2013-03-13,2012,11.5,349,55650.0,57375.0,36868.22,94243.22,0.0,94243.22,92700.0,18146.0,0.1957497303128371,74554.0,-19689.22,-0.26497568488121026,,-0.20891921986536538,-0.21849717836922167,,,,,,,,,,36868.22,,False,True,-19710.8122,-0.26497568488121026,,-0.20891921986536538
DEAL-084,AZ,COMMERCIAL,OTHER/PRIVATE,Partner_03,Vendor_11,Vendor_03,Broker_20,Sold,2012-04-10,2012-08-01,2012,3.7,113,167163.0,167163.0,16807.92439999999,183970.9244,0.0,183970.9244,402041.0,0.0,0.0,402041.0,218070.0756,12.798177623748781,,1.1853507629600193,3.8287878626584693,250000.0,1.608164,43119.0,5.057401043623461,0.0,0.0,0.0,7906.0,7906.0,16807.92439999999,1000.0,False,False,218005.21635600002,12.798177623748781,,1.1853507629600193
DEAL-085,VA,MULTI,OTHER/PRIVATE,Partner_12,Vendor_01,Vendor_21,Broker_31,Sold,2012-05-08,2015-08-21,2012,39.4,1200,1086750.0,1142844.0,126688.90000000002,1269532.9,742000.0,527532.8999999999,1675000.0,111061.0,0.06630507462686568,1563939.0,294406.1,,0.1634872192516923,0.2319011189075919,0.07053659033439254,,,,,,,,,,126688.90000000002,,False,False,293984.441,,0.1634872192516923,0.2319011189075919
DEAL-086,PA,TOWNHOUSE,AUCTION,Partner_02,Vendor_01,Vendor_10,Broker_32,Sold,2012-05-22,2014-04-28,2012,23.2,706,73920.0,76958.94,39205.846000000005,116164.78600000001,,116164.78600000001,102015.69,6019.0,0.05900072822131576,95996.69,-20168.096,-0.11267549395561216,,-0.17361626267705602,-0.0897591159732655,,,,,,,,,,39205.846000000005,,False,False,-20196.776960000003,-0.11267549395561216,,-0.17361626267705602
DEAL-087,GA,SFR,AUCTION,Partner_02,Vendor_01,Vendor_04,Broker_50,Sold,2012-05-22,2012-12-27,2012,7.2,219,18500.0,20050.0,13797.0,33847.0,,33847.0,34009.0,5540.0,0.16289805639683613,28469.0,-5378.0,-0.305669778585434,,-0.15889148225839808,-0.2648191370973301,,,,,,,,,,13797.0,,False,False,-5385.178,-0.305669778585434,,-0.15889148225839808
DEAL-088,GA,SFR,AUCTION,Partner_02,Vendor_01,Vendor_10,Broker_12,Sold,2012-05-25,2012-07-20,2012,1.8,56,59325.0,61207.0,5447.8099999999995,66654.81,0.0,66654.81,71190.0,1032.0,0.014496418036241045,70158.0,3503.19,0.416099613904953,,0.05255719729753937,0.3425603038143191,82500.0,0.862909090909091,11007.0,0.31826928318342873,0.0,,0.0,3093.0,3093.0,5447.8099999999995,,False,False,3480.1719000000003,0.416099613904953,,0.05255719729753937
DEAL-089,PA,SFR,AUCTION,Partner_02,Vendor_01,Vendor_04,Broker_17,Listed,2012-06-07,2013-08-02,2012,13.8,421,117180.0,118680.0,33446.09400000001,152126.094,0.0,152126.094,173369.51,25173.0,0.14519854154285836,148196.51,-3929.584,-0.025179848074913025,,-0.02583109772081573,-0.022395132228260672,,,,,,,,,,33446.09400000001,,False,True,-3975.0498399999997,-0.025179848074913025,,-0.02583109772081573
DEAL-090,GA,SFR,AUCTION,Partner_02,Vendor_01,Vendor_04,Broker_12,Under Contract,2012-07-16,2013-04-17,2012,9.0,275,185000.0,188789.0,29826.0,218615.0,0.0,218615.0,380000.0,44934.0,0.11824736842105263,335066.0,116451.0,0.8294515728950502,,0.5326761658623608,0.7070065474173153,335000.0,1.1343283582089552,101370.0,1.148771825984019,9000.0,,9000.0,2980.0,11980.0,29826.0,,True,False,116379.22,0.8294515728950502,,0.5326761658623608
DEAL-091,NV,CONDO,SHORT SALE,Partner_03,Vendor_07,Vendor_01,Broker_01,Listed,2012-08-07,2013-03-13,2012,7.2,218,316000.0,310881.0,76788.8,387669.8,200000.0,187669.8,420000.0,30000.0,0.07142857142857142,390000.0,2330.199999999999,,0.026299809105694294,0.006010785467426142,0.010063929796378632,,,,,,,,,,76788.8,,False,True,2207.5919999999987,,0.026299809105694294,0.006010785467426142
DEAL-092,GA,CONDO,AUCTION,Partner_03,Vendor_01,Vendor_01,Broker_12,Sold,2012-08-09,2012-11-09,2012,3.0,92,39780.0,41453.0,6304.464,47757.464,0.0,47757.464,66414.0,9360.0,0.14093414039208602,57054.0,9296.536,1.124159514904022,,0.19466142507064446,0.7722980451172308,59000.0,1.1256610169491525,9878.0,0.9411354525207531,800.0,0.0,800.0,1447.0,2247.0,6304.464,,False,False,9281.10136,1.124159514904022,,0.19466142507064446
DEAL-093,PA,SFR,AUCTION,Partner_02,Vendor_01,Vendor_28,Broker_29,Listed,2012-08-16,2013-02-22,2012,6.2,190,177450.0,184115.0,17946.35000000001,202061.35,0.0,202061.35,216561.29,18761.0,0.0866313642664393,197800.29,-4261.06,-0.0419518381357193,,-0.021087951753267015,-0.040511065210223476,,,,,,,,,,17946.35000000001,,False,True,-4329.9106,-0.0419518381357193,,-0.021087951753267015
DEAL-094,TN,LAND,AUCTION,Partner_05,Vendor_01,Vendor_12,Broker_33,Listed,2012-08-23,2013-11-08,2012,14.5,442,15250.0,16425.0,591.75,17016.75,0.0,17016.75,19710.0,0.0,0.0,19710.0,2693.25,0.13133905529975892,,0.15827052756842522,0.13069851258478551,,,,,,,,,,591.75,,False,True,2687.333,0.13133905529975892,,0.15827052756842522
DEAL-095,HI,CONDO,AUCTION,Partner_02,Vendor_01,Vendor_01,Broker_15,Sold,2012-09-07,2012-12-17,2012,3.3,101,109200.0,110799.0,5910.959999999999,116709.95999999999,0.0,116709.95999999999,161291.0,19990.0,0.12393747946258625,141301.0,24591.04,1.029780876636505,,0.21070215429771377,0.761448379392728,145000.0,1.112351724137931,24373.0,1.0089459647971115,500.0,,500.0,4752.0,5252.0,5910.959999999999,,False,False,24548.6704,1.029780876636505,,0.21070215429771377
DEAL-096,CA,LAND,AUCTION,Partner_02,Vendor_01,Vendor_37,Broker_06,Under Contract,2012-09-10,2013-02-12,2012,5.1,155,162500.0,164338.0,4219.0,168557.0,0.0,168557.0,198792.0,13598.0,0.06840315505654151,185194.0,16637.0,0.2515559375286103,,0.09870251606281555,0.23242850556727532,300000.0,0.66264,95847.0,0.1735787244253863,0.0,0.0,0.0,7604.0,7604.0,4219.0,,True,False,16573.95,0.2515559375286103,,0.09870251606281555
DEAL-097,GA,SFR,AUCTION,Partner_02,Vendor_02,Vendor_16,Broker_12,Listed,2012-09-11,2013-12-12,2012,15.0,457,145950.0,146740.5,47701.36,194441.86,0.0,194441.86,180119.0,8155.0,0.045275623337904386,171964.0,-22477.86,-0.10615220665931704,,-0.11560195937232859,-0.09232979249649877,,,,,,,,,,47701.36,,False,True,-22534.4886,-0.10615220665931704,,-0.11560195937232859
DEAL-098,FL,SFR,AUCTION,Partner_03,Vendor_01,Vendor_17,Broker_18,Under Contract,2012-09-12,2013-01-29,2012,4.6,139,59850.0,60794.0,4525.18,65319.18,0.0,65319.18,83655.0,6623.0,0.07917040224732533,77032.0,11712.82,0.5650448620319367,,0.17931670299596533,0.47086760139228306,85000.0,0.9841764705882353,15234.0,0.7688604437442562,0.0,,0.0,3116.0,3116.0,4525.18,,True,False,11689.5982,0.5650448620319367,,0.17931670299596533
DEAL-099,VA,MULTI,AUCTION,Partner_25,Vendor_01,Vendor_01,Broker_31,Sold,2012-09-14,2015-08-21,2012,35.2,1071,876750.0,951975.0,117079.9,1069054.9,570000.0,499054.8999999999,1325000.0,87263.0,0.0658588679245283,1237737.0,168682.1,,0.11796348262578249,0.15778619040051173,0.05377400513182706,,,,,,,,,,117079.9,,False,False,168341.921,,0.11796348262578249,0.15778619040051173
DEAL-100,VA,SFR,AUCTION,Partner_02,Vendor_01,Vendor_08,Broker_04,Sold,2012-09-27,2012-11-30,2012,2.1,64,134925.0,136968.0,35402.48999999999,172370.49,0.0,172370.49,220098.4,21507.0,0.09771538548212981,198591.4,26220.91,1.4518638730049136,,0.15211948402536885,0.8675564323321817,200000.0,1.100492,20758.0,1.263171307447731,20000.0,,20000.0,2317.0,22317.0,35402.48999999999,,False,False,26168.5591,1.4518638730049136,,0.15211948402536885
DEAL-101,FL,SFR,AUCTION,Partner_03,Vendor_01,Vendor_17,Broker_18,Listed,2012-09-28,2013-05-01,2012,7.1,215,463575.0,467452.0,122053.70999999999,589505.71,250000.0,339505.70999999996,700000.0,56000.0,0.08,644000.0,54494.29,,0.357827409170568,0.09244064828481476,0.15693412383235994,,,,,,,,,,122053.70999999999,,False,True,54314.4229,,0.357827409170568,0.09244064828481476
DEAL-102,VA,SFR,AUCTION,Partner_02,Vendor_01,Vendor_15,Broker_04,Listed,2012-09-29,2013-09-11,2012,11.4,347,19600.0,22860.0,78949.01999999999,101809.01999999999,0.0,101809.01999999999,98514.0,7675.46,0.0779123779361309,90838.54,-10970.48,-0.17864246964454653,,-0.1077554817834412,-0.11334510331687618,,,,,,,,,,78949.01999999999,,False,True,-10978.084799999999,-0.17864246964454653,,-0.1077554817834412
DEAL-103,FL,CONDO,AUCTION,Partner_02,Vendor_19,Vendor_04,Broker_51,Listed,2012-10-01,2013-08-07,2012,10.2,310,78750.0,79307.0,26854.5,106161.5,0.0,106161.5,135000.0,10192.0,0.0754962962962963,124808.0,18646.5,0.2424003303050995,,0.17564277068428763,0.20680519774117737,,,,,,,,,,26854.5,,False,True,18615.945,0.2424003303050995,,0.17564277068428763
DEAL-104,NV,SFR,OTHER/PRIVATE,Partner_03,Vendor_07,Vendor_17,Broker_01,Sold,2012-10-12,2012-12-19,2012,2.2,68,63000.0,63713.0,8481.439999999999,72194.44,0.0,72194.44,100028.23,7136.0,0.07133986075730822,92892.23,20697.789999999997,3.1887914896011345,,0.28669506959261676,1.5388779470780165,80000.0,1.250352875,7062.0,2.9308680260549416,4000.0,,4000.0,1362.0,5362.0,8481.439999999999,,False,False,20673.345999999998,3.1887914896011345,,0.28669506959261676
DEAL-105,AZ,COMMERCIAL,OTHER/PRIVATE,Partner_10,Vendor_13,Vendor_38,Broker_02,Sold,2012-10-31,2019-06-04,2012,79.1,2407,220590.0,238218.0,38744.0,276962.0,229880.0,47082.0,780000.0,65675.0,0.061961924563854326,714325.0,437363.0,,0.6902266759425402,1.5791444313660359,0.23946311485193314,,,,,,,0.0,,0.0,38744.0,,False,False,437277.41108,,0.6902266759425402,1.5791444313660359
DEAL-106,AZ,COMMERCIAL,OTHER/PRIVATE,Partner_10,Vendor_13,Vendor_03,Broker_02,Sold,2012-10-31,2017-01-12,2012,50.4,1534,268543.0,290004.0,115956.0,405960.0,275804.0,130156.0,470000.0,56644.0,0.061961924563854326,413356.0,7396.0,,0.023943833075463772,0.01821854369888659,0.004334920762772886,,,,,,,0.0,,0.0,115956.0,,False,False,7291.805316,,0.023943833075463772,0.01821854369888659
DEAL-107,AZ,COMMERCIAL,OTHER/PRIVATE,Partner_10,Vendor_13,Vendor_21,Broker_02,Sold,2012-10-31,2021-03-24,2012,100.7,3066,76474.0,82858.0,-34460.0,48398.0,79958.0,-31560.0,388000.0,26762.0,0.061961924563854326,361238.0,312840.0,,0.975265996530652,6.463903467085417,0.7695123175101686,,,,,,,0.0,,0.0,-34460.0,,False,False,312810.328088,,0.975265996530652,6.463903467085417
DEAL-108,CA,SFR,AUCTION,Partner_03,Vendor_01,Vendor_17,Broker_06,Listed,2012-10-31,2013-03-13,2012,4.4,133,341775.0,354686.0,43580.87,398266.87,205000.0,193266.87,485000.0,38872.0,0.08014845360824742,446128.0,47861.13,,0.9733432997018099,0.12017351581365529,0.32979949828559535,475000.0,1.0210526315789474,53208.0,0.8995100360847992,20000.0,0.0,20000.0,22017.0,42017.0,43580.87,,False,True,47728.5213,,0.9733432997018099,0.12017351581365529
